country,states,id,country_iso2,country_norm,emoji_flag
Russia,"[{""name"": ""Adygea"", ""active"": true}, {""name"": ""Altai Republic"", ""active"": true}, {""name"": ""Altai Krai"", ""active"": true}, {""name"": ""Amur Oblast"", ""active"": true}, {""name"": ""Arkhangelsk Oblast"", ""active"": true}, {""name"": ""Astrakhan Oblast"", ""active"": true}, {""name"": ""Bashkortostan"", ""active"": true}, {""name"": ""Belgorod Oblast"", ""active"": true}, {""name"": ""Bryansk Oblast"", ""active"": true}, {""name"": ""Buryatia"", ""active"": true}, {""name"": ""Chechen Republic"", ""active"": true}, {""name"": ""Chelyabinsk Oblast"", ""active"": true}, {""name"": ""Chukotka Autonomous Okrug"", ""active"": true}, {""name"": ""Chuvash Republic"", ""active"": true}, {""name"": ""Dagestan"", ""active"": true}, {""name"": ""Ingushetia"", ""active"": true}, {""name"": ""Irkutsk Oblast"", ""active"": true}, {""name"": ""Ivanovo Oblast"", ""active"": true}, {""name"": ""Jewish Autonomous Oblast"", ""active"": true}, {""name"": ""Kabardino-Balkar Republic"", ""active"": true}, {""name"": ""Kaliningrad Oblast"", ""active"": true}, {""name"": ""Kalmykia"", ""active"": true}, {""name"": ""Kaluga Oblast"", ""active"": true}, {""name"": ""Kamchatka Krai"", ""active"": true}, {""name"": ""Karachay-Cherkess Republic"", ""active"": true}, {""name"": ""Karelia"", ""active"": true}, {""name"": ""Kemerovo Oblast"", ""active"": true}, {""name"": ""Khabarovsk Krai"", ""active"": true}, {""name"": ""Khakassia"", ""active"": true}, {""name"": ""Khanty-Mansi Autonomous Okrug"", ""active"": true}, {""name"": ""Kirov Oblast"", ""active"": true}, {""name"": ""Komi Republic"", ""active"": true}, {""name"": ""Kostroma Oblast"", ""active"": true}, {""name"": ""Krasnodar Krai"", ""active"": true}, {""name"": ""Krasnoyarsk Krai"", ""active"": true}, {""name"": ""Kurgan Oblast"", ""active"": true}, {""name"": ""Kursk Oblast"", ""active"": true}, {""name"": ""Leningrad Oblast"", ""active"": true}, {""name"": ""Lipetsk Oblast"", ""active"": true}, {""name"": ""Magadan Oblast"", ""active"": true}, {""name"": ""Mari El Republic"", ""active"": true}, {""name"": ""Mordovia"", ""active"": true}, {""name"": ""Moscow"", ""active"": true}, {""name"": ""Moscow Oblast"", ""active"": true}, {""name"": ""Murmansk Oblast"", ""active"": true}, {""name"": ""Nenets Autonomous Okrug"", ""active"": true}, {""name"": ""Nizhny Novgorod Oblast"", ""active"": true}, {""name"": ""North Ossetia-Alania"", ""active"": true}, {""name"": ""Novgorod Oblast"", ""active"": true}, {""name"": ""Novosibirsk Oblast"", ""active"": true}, {""name"": ""Omsk Oblast"", ""active"": true}, {""name"": ""Orel Oblast"", ""active"": true}, {""name"": ""Orenburg Oblast"", ""active"": true}, {""name"": ""Penza Oblast"", ""active"": true}, {""name"": ""Perm Krai"", ""active"": true}, {""name"": ""Primorsky Krai"", ""active"": true}, {""name"": ""Pskov Oblast"", ""active"": true}, {""name"": ""Rostov Oblast"", ""active"": true}, {""name"": ""Ryazan Oblast"", ""active"": true}, {""name"": ""Saint Petersburg"", ""active"": true}, {""name"": ""Sakha Republic"", ""active"": true}, {""name"": ""Sakhalin Oblast"", ""active"": true}, {""name"": ""Samara Oblast"", ""active"": true}, {""name"": ""Saratov Oblast"", ""active"": true}, {""name"": ""Smolensk Oblast"", ""active"": true}, {""name"": ""Stavropol Krai"", ""active"": true}, {""name"": ""Sverdlovsk Oblast"", ""active"": true}, {""name"": ""Tambov Oblast"", ""active"": true}, {""name"": ""Tatarstan"", ""active"": true}, {""name"": ""Tomsk Oblast"", ""active"": true}, {""name"": ""Tula Oblast"", ""active"": true}, {""name"": ""Tver Oblast"", ""active"": true}, {""name"": ""Tyumen Oblast"", ""active"": true}, {""name"": ""Udmurt Republic"", ""active"": true}, {""name"": ""Ulyanovsk Oblast"", ""active"": true}, {""name"": ""Vladimir Oblast"", ""active"": true}, {""name"": ""Volgograd Oblast"", ""active"": true}, {""name"": ""Vologda Oblast"", ""active"": true}, {""name"": ""Voronezh Oblast"", ""active"": true}, {""name"": ""Yamalo-Nenets Autonomous Okrug"", ""active"": true}, {""name"": ""Yaroslavl Oblast"", ""active"": true}, {""name"": ""Zabaykalsky Krai"", ""active"": true}]",63ec47b3-5516-4264-b84e-7121520e8999,RU, ussia,🇷🇺
Saint Kitts and Nevis,"[{""name"": ""Christ Church Nichola Town"", ""active"": true}, {""name"": ""Saint Anne Sandy Point"", ""active"": true}, {""name"": ""Saint George Basseterre"", ""active"": true}, {""name"": ""Saint George Gingerland"", ""active"": true}, {""name"": ""Saint James Windward"", ""active"": true}, {""name"": ""Saint John Capisterre"", ""active"": true}, {""name"": ""Saint John Figtree"", ""active"": true}, {""name"": ""Saint Mary Cayon"", ""active"": true}, {""name"": ""Saint Paul Capisterre"", ""active"": true}, {""name"": ""Saint Paul Charlestown"", ""active"": true}, {""name"": ""Saint Peter Basseterre"", ""active"": true}, {""name"": ""Saint Thomas Lowland"", ""active"": true}, {""name"": ""Saint Thomas Middle Island"", ""active"": true}, {""name"": ""Trinity Palmetto Point"", ""active"": true}]",4007f8b1-0d47-4e24-9256-268d3431a5aa,SA, aint itts and evis,🇸🇦
Saint Lucia,"[{""name"": ""Anse la Raye"", ""active"": true}, {""name"": ""Canaries"", ""active"": true}, {""name"": ""Castries"", ""active"": true}, {""name"": ""Choiseul"", ""active"": true}, {""name"": ""Dauphin"", ""active"": true}, {""name"": ""Dennery"", ""active"": true}, {""name"": ""Gros Islet"", ""active"": true}, {""name"": ""Laborie"", ""active"": true}, {""name"": ""Micoud"", ""active"": true}, {""name"": ""Praslin"", ""active"": true}, {""name"": ""Soufrière"", ""active"": true}, {""name"": ""Vieux Fort"", ""active"": true}]",8adcb530-1272-4f88-a4ca-49a4c3628c0c,SA, aint ucia,🇸🇦
Saint Vincent and the Grenadines,"[{""name"": ""Charlotte"", ""active"": true}, {""name"": ""Grenadines"", ""active"": true}, {""name"": ""Saint Andrew"", ""active"": true}, {""name"": ""Saint David"", ""active"": true}, {""name"": ""Saint George"", ""active"": true}, {""name"": ""Saint Patrick"", ""active"": true}]",61a662cb-482c-42fc-8ad1-3c8582d9b038,SA, aint incent and the renadines,🇸🇦
Samoa,"[{""name"": ""A'ana"", ""active"": true}, {""name"": ""Aiga-i-le-Tai"", ""active"": true}, {""name"": ""Atua"", ""active"": true}, {""name"": ""Fa'asaleleaga"", ""active"": true}, {""name"": ""Gaga'emauga"", ""active"": true}, {""name"": ""Gagaifomauga"", ""active"": true}, {""name"": ""Palauli"", ""active"": true}, {""name"": ""Satupa'itea"", ""active"": true}, {""name"": ""Tuamasaga"", ""active"": true}, {""name"": ""Va'a-o-Fonoti"", ""active"": true}, {""name"": ""Vaisigano"", ""active"": true}]",2098bdc7-668f-48af-aa10-e2a1373f8c72,SA, amoa,🇸🇦
San Marino,"[{""name"": ""Acquaviva"", ""active"": true}, {""name"": ""Borgo Maggiore"", ""active"": true}, {""name"": ""Chiesanuova"", ""active"": true}, {""name"": ""Domagnano"", ""active"": true}, {""name"": ""Faetano"", ""active"": true}, {""name"": ""Fiorentino"", ""active"": true}, {""name"": ""Montegiardino"", ""active"": true}, {""name"": ""San Marino"", ""active"": true}, {""name"": ""Serravalle"", ""active"": true}]",11118ba9-ec4d-4427-9d81-05ff86839634,SA, an arino,🇸🇦
Saudi Arabia,"[{""name"": ""Al Bahah"", ""active"": true}, {""name"": ""Al Jawf"", ""active"": true}, {""name"": ""Al Madinah"", ""active"": true}, {""name"": ""Al Qassim"", ""active"": true}, {""name"": ""Ar Riyadh"", ""active"": true}, {""name"": ""Asir"", ""active"": true}, {""name"": ""Eastern Province"", ""active"": true}, {""name"": ""Ha'il"", ""active"": true}, {""name"": ""Jizan"", ""active"": true}, {""name"": ""Makkah"", ""active"": true}, {""name"": ""Najran"", ""active"": true}, {""name"": ""Northern Borders"", ""active"": true}, {""name"": ""Al Hudud ash Shamaliyah"", ""active"": true}, {""name"": ""Tabuk"", ""active"": true}]",ddbb9dc6-545b-4fba-9827-2ac324609a98,SA, audi rabia,🇸🇦
Senegal,"[{""name"": ""Dakar"", ""active"": true}, {""name"": ""Diourbel"", ""active"": true}, {""name"": ""Fatick"", ""active"": true}, {""name"": ""Kaolack"", ""active"": true}, {""name"": ""Kédougou"", ""active"": true}, {""name"": ""Kolda"", ""active"": true}, {""name"": ""Louga"", ""active"": true}, {""name"": ""Matam"", ""active"": true}, {""name"": ""Saint-Louis"", ""active"": true}, {""name"": ""Sédhiou"", ""active"": true}, {""name"": ""Tambacounda"", ""active"": true}, {""name"": ""Thiès"", ""active"": true}, {""name"": ""Ziguinchor"", ""active"": true}]",d5d60cbd-4699-44b6-94ea-6468b07bceb0,SE, enegal,🇸🇪
Brazil,"[{""name"": ""Acre"", ""active"": true}, {""name"": ""Alagoas"", ""active"": true}, {""name"": ""Amapá"", ""active"": true}, {""name"": ""Amazonas"", ""active"": true}, {""name"": ""Bahia"", ""active"": true}, {""name"": ""Ceará"", ""active"": true}, {""name"": ""Distrito Federal"", ""active"": true}, {""name"": ""Espírito Santo"", ""active"": true}, {""name"": ""Goiás"", ""active"": true}, {""name"": ""Maranhão"", ""active"": true}, {""name"": ""Mato Grosso"", ""active"": true}, {""name"": ""Mato Grosso do Sul"", ""active"": true}, {""name"": ""Minas Gerais"", ""active"": true}, {""name"": ""Pará"", ""active"": true}, {""name"": ""Paraíba"", ""active"": true}, {""name"": ""Paraná"", ""active"": true}, {""name"": ""Pernambuco"", ""active"": true}, {""name"": ""Piauí"", ""active"": true}, {""name"": ""Rio de Janeiro"", ""active"": true}, {""name"": ""Rio Grande do Norte"", ""active"": true}, {""name"": ""Rio Grande do Sul"", ""active"": true}, {""name"": ""Rondônia"", ""active"": true}, {""name"": ""Roraima"", ""active"": true}, {""name"": ""Santa Catarina"", ""active"": true}, {""name"": ""São Paulo"", ""active"": true}, {""name"": ""Sergipe"", ""active"": true}, {""name"": ""Tocantins"", ""active"": true}]",97c02d93-4dd7-40c0-a4d8-a86f5c855729,BR, razil,🇧🇷
Brunei,"[{""name"": ""Belait"", ""active"": true}, {""name"": ""Brunei-Muara"", ""active"": true}, {""name"": ""Temburong"", ""active"": true}, {""name"": ""Tutong"", ""active"": true}]",0534bfa1-9604-474c-98be-ef00d5aa9616,BR, runei,🇧🇷
Serbia,"[{""name"": ""Belgrade"", ""active"": true}, {""name"": ""Bor"", ""active"": true}, {""name"": ""Braničevo"", ""active"": true}, {""name"": ""Jablanica"", ""active"": true}, {""name"": ""Kolubara"", ""active"": true}, {""name"": ""Mačva"", ""active"": true}, {""name"": ""Moravica"", ""active"": true}, {""name"": ""Nišava"", ""active"": true}, {""name"": ""Pčinja"", ""active"": true}, {""name"": ""Pomoravlje"", ""active"": true}, {""name"": ""Raška"", ""active"": true}, {""name"": ""Rasina"", ""active"": true}, {""name"": ""Raš"", ""active"": true}, {""name"": ""Srem"", ""active"": true}, {""name"": ""Toplica"", ""active"": true}, {""name"": ""Zaječar"", ""active"": true}, {""name"": ""Zlatibor"", ""active"": true}]",84fcb778-35f3-4c69-aea3-a7ceba22352c,SE, erbia,🇸🇪
Seychelles,"[{""name"": ""Anse aux Pins"", ""active"": true}, {""name"": ""Anse Boileau"", ""active"": true}, {""name"": ""Anse Etoile"", ""active"": true}, {""name"": ""Anse Louis"", ""active"": true}, {""name"": ""Anse Royale"", ""active"": true}, {""name"": ""Baie Lazare"", ""active"": true}, {""name"": ""Baie Sainte Anne"", ""active"": true}, {""name"": ""Beau Vallon"", ""active"": true}, {""name"": ""Bel Air"", ""active"": true}, {""name"": ""Bel Ombre"", ""active"": true}, {""name"": ""Cascade"", ""active"": true}, {""name"": ""Glacis"", ""active"": true}, {""name"": ""Grand' Anse Mahe"", ""active"": true}, {""name"": ""Grand' Anse Praslin"", ""active"": true}, {""name"": ""La Digue"", ""active"": true}, {""name"": ""English River"", ""active"": true}, {""name"": ""Mont Buxton"", ""active"": true}, {""name"": ""Mont Fleuri"", ""active"": true}, {""name"": ""Plaisance"", ""active"": true}, {""name"": ""Pointe La Rue"", ""active"": true}, {""name"": ""Port Glaud"", ""active"": true}, {""name"": ""Saint Louis"", ""active"": true}, {""name"": ""Takamaka"", ""active"": true}, {""name"": ""Les Mamelles"", ""active"": true}]",a805afbd-385f-4110-952a-14e99a400336,SE, eychelles,🇸🇪
Sierra Leone,"[{""name"": ""Eastern Province"", ""active"": true}, {""name"": ""Northern Province"", ""active"": true}, {""name"": ""North Western Province"", ""active"": true}, {""name"": ""Southern Province"", ""active"": true}, {""name"": ""Western Area"", ""active"": true}]",abc231cf-a368-4be3-ae07-8788e550ab6d,SI, ierra eone,🇸🇮
Singapore,"[{""name"": ""Central Singapore"", ""active"": true}, {""name"": ""North East"", ""active"": true}, {""name"": ""North West"", ""active"": true}, {""name"": ""South East"", ""active"": true}, {""name"": ""South West"", ""active"": true}]",e70bd3cb-5aea-4b87-8530-e450507173de,SI, ingapore,🇸🇮
Bulgaria,"[{""name"": ""Blagoevgrad"", ""active"": true}, {""name"": ""Burgas"", ""active"": true}, {""name"": ""Dobrich"", ""active"": true}, {""name"": ""Gabrovo"", ""active"": true}, {""name"": ""Haskovo"", ""active"": true}, {""name"": ""Kardzhali"", ""active"": true}, {""name"": ""Kyustendil"", ""active"": true}, {""name"": ""Lovech"", ""active"": true}, {""name"": ""Montana"", ""active"": true}, {""name"": ""Pazardzhik"", ""active"": true}, {""name"": ""Pernik"", ""active"": true}, {""name"": ""Pleven"", ""active"": true}, {""name"": ""Plovdiv"", ""active"": true}, {""name"": ""Razgrad"", ""active"": true}, {""name"": ""Ruse"", ""active"": true}, {""name"": ""Shumen"", ""active"": true}, {""name"": ""Silistra"", ""active"": true}, {""name"": ""Sliven"", ""active"": true}, {""name"": ""Smolyan"", ""active"": true}, {""name"": ""Sofia"", ""active"": true}, {""name"": ""Sofia City"", ""active"": true}, {""name"": ""Stara Zagora"", ""active"": true}, {""name"": ""Targovishte"", ""active"": true}, {""name"": ""Varna"", ""active"": true}, {""name"": ""Veliko Tarnovo"", ""active"": true}, {""name"": ""Vidin"", ""active"": true}, {""name"": ""Vratsa"", ""active"": true}, {""name"": ""Yambol"", ""active"": true}]",97b55362-1fb2-4a14-98be-479d3d784a0f,BU, ulgaria,🇧🇺
Cuba,"[{""name"": ""Artemisa"", ""active"": true}, {""name"": ""Camagüey"", ""active"": true}, {""name"": ""Ciego de Ávila"", ""active"": true}, {""name"": ""Cienfuegos"", ""active"": true}, {""name"": ""Granma"", ""active"": true}, {""name"": ""Guantánamo"", ""active"": true}, {""name"": ""Holguín"", ""active"": true}, {""name"": ""Isla de la Juventud"", ""active"": true}, {""name"": ""La Habana"", ""active"": true}, {""name"": ""Las Tunas"", ""active"": true}, {""name"": ""Matanzas"", ""active"": true}, {""name"": ""Mayabeque"", ""active"": true}, {""name"": ""Pinar del Río"", ""active"": true}, {""name"": ""Sancti Spíritus"", ""active"": true}, {""name"": ""Santiago de Cuba"", ""active"": true}, {""name"": ""Villa Clara"", ""active"": true}]",77f54496-9e1f-43e3-a45d-03c957e17817,CU, uba,🇨🇺
Slovakia,"[{""name"": ""Bratislava"", ""active"": true}, {""name"": ""Košice"", ""active"": true}, {""name"": ""Prešov"", ""active"": true}, {""name"": ""Trnava"", ""active"": true}, {""name"": ""Trenčín"", ""active"": true}, {""name"": ""Nitra"", ""active"": true}, {""name"": ""Žilina"", ""active"": true}, {""name"": ""Banská Bystrica"", ""active"": true}]",c3b86632-9056-4a96-80dc-f462bc00d014,SL, lovakia,🇸🇱
Canada,"[{""name"": ""Alberta"", ""active"": true}, {""name"": ""British Columbia"", ""active"": true}, {""name"": ""Manitoba"", ""active"": true}, {""name"": ""New Brunswick"", ""active"": true}, {""name"": ""Newfoundland and Labrador"", ""active"": true}, {""name"": ""Nova Scotia"", ""active"": true}, {""name"": ""Ontario"", ""active"": true}, {""name"": ""Prince Edward Island"", ""active"": true}, {""name"": ""Quebec"", ""active"": true}, {""name"": ""Saskatchewan"", ""active"": true}, {""name"": ""Northwest Territories"", ""active"": true}, {""name"": ""Nunavut"", ""active"": true}, {""name"": ""Yukon"", ""active"": true}]",d51a8023-bd41-4758-a400-7b616b3a2957,CA, anada,🇨🇦
Sweden,"[{""name"": ""Blekinge"", ""active"": true}, {""name"": ""Dalarna"", ""active"": true}, {""name"": ""Gotland"", ""active"": true}, {""name"": ""Gävleborg"", ""active"": true}, {""name"": ""Halland"", ""active"": true}, {""name"": ""Jämtland"", ""active"": true}, {""name"": ""Jönköping"", ""active"": true}, {""name"": ""Kalmar"", ""active"": true}, {""name"": ""Kronoberg"", ""active"": true}, {""name"": ""Norrbotten"", ""active"": true}, {""name"": ""Örebro"", ""active"": true}, {""name"": ""Östergötland"", ""active"": true}, {""name"": ""Skåne"", ""active"": true}, {""name"": ""Södermanland"", ""active"": true}, {""name"": ""Uppsala"", ""active"": true}, {""name"": ""Värmland"", ""active"": true}, {""name"": ""Västerbotten"", ""active"": true}, {""name"": ""Västernorrland"", ""active"": true}, {""name"": ""Västmanland"", ""active"": true}, {""name"": ""Västra Götaland"", ""active"": true}]",0a91bdfc-92b0-4447-80b7-a3c837997086,SW, weden,🇸🇼
Zimbabwe,"[{""name"": ""Bulawayo"", ""active"": true}, {""name"": ""Harare"", ""active"": true}, {""name"": ""Manicaland"", ""active"": true}, {""name"": ""Mashonaland Central"", ""active"": true}, {""name"": ""Mashonaland East"", ""active"": true}, {""name"": ""Mashonaland West"", ""active"": true}, {""name"": ""Masvingo"", ""active"": true}, {""name"": ""Matabeleland North"", ""active"": true}, {""name"": ""Matabeleland South"", ""active"": true}, {""name"": ""Midlands"", ""active"": true}]",295d3e81-22bd-44c9-92e9-6c929caa9079,ZI, imbabwe,🇿🇮
Slovenia,"[{""name"": ""Ajdovščina"", ""active"": true}, {""name"": ""Beltinci"", ""active"": true}, {""name"": ""Bled"", ""active"": true}, {""name"": ""Bohinj"", ""active"": true}, {""name"": ""Borovnica"", ""active"": true}, {""name"": ""Bovec"", ""active"": true}, {""name"": ""Brda"", ""active"": true}, {""name"": ""Brezovica"", ""active"": true}, {""name"": ""Celje"", ""active"": true}, {""name"": ""Cerklje na Gorenjskem"", ""active"": true}, {""name"": ""Cerknica"", ""active"": true}, {""name"": ""Cerkno"", ""active"": true}, {""name"": ""Črenšovci"", ""active"": true}, {""name"": ""Črnomelj"", ""active"": true}, {""name"": ""Destrnik"", ""active"": true}, {""name"": ""Divaca"", ""active"": true}, {""name"": ""Dobrepolje"", ""active"": true}, {""name"": ""Dobrova-Polhov Gradec"", ""active"": true}, {""name"": ""Dol pri Ljubljani"", ""active"": true}, {""name"": ""Domžale"", ""active"": true}, {""name"": ""Dornava"", ""active"": true}, {""name"": ""Dravograd"", ""active"": true}, {""name"": ""Duplek"", ""active"": true}, {""name"": ""Gorenja Vas-Poljane"", ""active"": true}, {""name"": ""Gorišnica"", ""active"": true}, {""name"": ""Gornja Radgona"", ""active"": true}, {""name"": ""Gornji Grad"", ""active"": true}, {""name"": ""Gornji Petrovci"", ""active"": true}, {""name"": ""Grad"", ""active"": true}, {""name"": ""Grosuplje"", ""active"": true}, {""name"": ""Hajdina"", ""active"": true}, {""name"": ""Hoče-Slivnica"", ""active"": true}, {""name"": ""Hodoš"", ""active"": true}, {""name"": ""Horjul"", ""active"": true}, {""name"": ""Hrastnik"", ""active"": true}, {""name"": ""Hrpelje-Kozina"", ""active"": true}, {""name"": ""Idrija"", ""active"": true}, {""name"": ""Ig"", ""active"": true}, {""name"": ""Ilirska Bistrica"", ""active"": true}, {""name"": ""Ivancna Gorica"", ""active"": true}, {""name"": ""Izola"", ""active"": true}, {""name"": ""Jesenice"", ""active"": true}, {""name"": ""Juršinci"", ""active"": true}, {""name"": ""Kamnik"", ""active"": true}, {""name"": ""Kanal"", ""active"": true}, {""name"": ""Kidricevo"", ""active"": true}, {""name"": ""Kobarid"", ""active"": true}, {""name"": ""Kobilje"", ""active"": true}, {""name"": ""Kocevje"", ""active"": true}, {""name"": ""Komen"", ""active"": true}, {""name"": ""Komenda"", ""active"": true}, {""name"": ""Koper"", ""active"": true}, {""name"": ""Kozje"", ""active"": true}, {""name"": ""Kranj"", ""active"": true}, {""name"": ""Kranjska Gora"", ""active"": true}, {""name"": ""Krizevci"", ""active"": true}, {""name"": ""Krško"", ""active"": true}, {""name"": ""Kungota"", ""active"": true}, {""name"": ""Kuzma"", ""active"": true}, {""name"": ""Laško"", ""active"": true}, {""name"": ""Lenart"", ""active"": true}, {""name"": ""Lendava"", ""active"": true}, {""name"": ""Litija"", ""active"": true}, {""name"": ""Ljubljana"", ""active"": true}, {""name"": ""Ljubno"", ""active"": true}, {""name"": ""Ljutomer"", ""active"": true}, {""name"": ""Logatec"", ""active"": true}, {""name"": ""Loška Dolina"", ""active"": true}, {""name"": ""Loški Potok"", ""active"": true}, {""name"": ""Lovrenc na Pohorju"", ""active"": true}, {""name"": ""Luče"", ""active"": true}, {""name"": ""Lukovica"", ""active"": true}, {""name"": ""Majšperk"", ""active"": true}, {""name"": ""Maribor"", ""active"": true}, {""name"": ""Medvode"", ""active"": true}, {""name"": ""Mengeš"", ""active"": true}, {""name"": ""Metlika"", ""active"": true}, {""name"": ""Mežica"", ""active"": true}, {""name"": ""Miklavž na Dravskem Polju"", ""active"": true}, {""name"": ""Mirna"", ""active"": true}, {""name"": ""Mirna Peč"", ""active"": true}, {""name"": ""Mislinja"", ""active"": true}, {""name"": ""Mozirje"", ""active"": true}, {""name"": ""Murska Sobota"", ""active"": true}, {""name"": ""Muta"", ""active"": true}, {""name"": ""Naklo"", ""active"": true}, {""name"": ""Nazarje"", ""active"": true}, {""name"": ""Nova Gorica"", ""active"": true}, {""name"": ""Novo Mesto"", ""active"": true}, {""name"": ""Odranci"", ""active"": true}, {""name"": ""Ormož"", ""active"": true}, {""name"": ""Osilnica"", ""active"": true}, {""name"": ""Pesnica"", ""active"": true}, {""name"": ""Piran"", ""active"": true}, {""name"": ""Pivka"", ""active"": true}, {""name"": ""Podčetrtek"", ""active"": true}, {""name"": ""Podvelka"", ""active"": true}, {""name"": ""Postojna"", ""active"": true}, {""name"": ""Prebold"", ""active"": true}, {""name"": ""Preddvor"", ""active"": true}, {""name"": ""Prevalje"", ""active"": true}, {""name"": ""Ptuj"", ""active"": true}, {""name"": ""Puconci"", ""active"": true}, {""name"": ""Rače-Fram"", ""active"": true}, {""name"": ""Radeče"", ""active"": true}, {""name"": ""Radenci"", ""active"": true}, {""name"": ""Radlje ob Dravi"", ""active"": true}, {""name"": ""Radovljica"", ""active"": true}, {""name"": ""Ribnica"", ""active"": true}, {""name"": ""Rogaška Slatina"", ""active"": true}, {""name"": ""Rogašovci"", ""active"": true}, {""name"": ""Rogatec"", ""active"": true}, {""name"": ""Ruše"", ""active"": true}, {""name"": ""Semič"", ""active"": true}, {""name"": ""Šempeter-Vrtojba"", ""active"": true}, {""name"": ""Selnica ob Dravi"", ""active"": true}, {""name"": ""Sevnica"", ""active"": true}, {""name"": ""Sežana"", ""active"": true}, {""name"": ""Slovenj Gradec"", ""active"": true}, {""name"": ""Slovenska Bistrica"", ""active"": true}, {""name"": ""Slovenske Konjice"", ""active"": true}, {""name"": ""Starše"", ""active"": true}, {""name"": ""Straža"", ""active"": true}, {""name"": ""Sveta Ana"", ""active"": true}, {""name"": ""Sveti Jurij"", ""active"": true}, {""name"": ""Sveti Tomaž"", ""active"": true}, {""name"": ""Tabor"", ""active"": true}, {""name"": ""Tišina"", ""active"": true}, {""name"": ""Tolmin"", ""active"": true}, {""name"": ""Trbovlje"", ""active"": true}, {""name"": ""Trebnje"", ""active"": true}, {""name"": ""Tržič"", ""active"": true}, {""name"": ""Turnišče"", ""active"": true}, {""name"": ""Velenje"", ""active"": true}, {""name"": ""Velike Lašče"", ""active"": true}, {""name"": ""Vipava"", ""active"": true}, {""name"": ""Vitanje"", ""active"": true}, {""name"": ""Vodice"", ""active"": true}, {""name"": ""Vojnik"", ""active"": true}, {""name"": ""Vransko"", ""active"": true}, {""name"": ""Vrhnika"", ""active"": true}, {""name"": ""Vuzenica"", ""active"": true}, {""name"": ""Zagorje ob Savi"", ""active"": true}, {""name"": ""Zreče"", ""active"": true}, {""name"": ""Železniki"", ""active"": true}, {""name"": ""Žiri"", ""active"": true}, {""name"": ""Žirovnica"", ""active"": true}, {""name"": ""Žužemberk"", ""active"": true}]",6b6a2006-18aa-429b-9f5e-888e5ca2f25f,SL, lovenia,🇸🇱
Burkina Faso,"[{""name"": ""Balé"", ""active"": true}, {""name"": ""Bam"", ""active"": true}, {""name"": ""Banwa"", ""active"": true}, {""name"": ""Bazèga"", ""active"": true}, {""name"": ""Boucle du Mouhoun"", ""active"": true}, {""name"": ""Boulgou"", ""active"": true}, {""name"": ""Ganzourgou"", ""active"": true}, {""name"": ""Gnagna"", ""active"": true}, {""name"": ""Gourma"", ""active"": true}, {""name"": ""Houet"", ""active"": true}, {""name"": ""Ioba"", ""active"": true}, {""name"": ""Kadiogo"", ""active"": true}, {""name"": ""Kénédougou"", ""active"": true}, {""name"": ""Komondjari"", ""active"": true}, {""name"": ""Kompienga"", ""active"": true}, {""name"": ""Kossi"", ""active"": true}, {""name"": ""Koulpélogo"", ""active"": true}, {""name"": ""Kouritenga"", ""active"": true}, {""name"": ""Kourwéogo"", ""active"": true}, {""name"": ""Léraba"", ""active"": true}, {""name"": ""Loroum"", ""active"": true}, {""name"": ""Mouhoun"", ""active"": true}, {""name"": ""Namentenga"", ""active"": true}, {""name"": ""Nayala"", ""active"": true}, {""name"": ""Noumbiel"", ""active"": true}, {""name"": ""Oubritenga"", ""active"": true}, {""name"": ""Oudalan"", ""active"": true}, {""name"": ""Passoré"", ""active"": true}, {""name"": ""Poni"", ""active"": true}, {""name"": ""Sanguié"", ""active"": true}, {""name"": ""Sanmatenga"", ""active"": true}, {""name"": ""Séno"", ""active"": true}, {""name"": ""Sissili"", ""active"": true}, {""name"": ""Soum"", ""active"": true}, {""name"": ""Sourou"", ""active"": true}, {""name"": ""Tapoa"", ""active"": true}, {""name"": ""Tuy"", ""active"": true}, {""name"": ""Yagha"", ""active"": true}, {""name"": ""Yatenga"", ""active"": true}, {""name"": ""Ziro"", ""active"": true}, {""name"": ""Zondoma"", ""active"": true}, {""name"": ""Zoundwéogo"", ""active"": true}]",68f9d22e-5be6-4591-bafa-2736a761d35b,BU, urkina aso,🇧🇺
Burundi,"[{""name"": ""Bubanza"", ""active"": true}, {""name"": ""Bujumbura Mairie"", ""active"": true}, {""name"": ""Bujumbura Rural"", ""active"": true}, {""name"": ""Bururi"", ""active"": true}, {""name"": ""Cankuzo"", ""active"": true}, {""name"": ""Cibitoke"", ""active"": true}, {""name"": ""Gitega"", ""active"": true}, {""name"": ""Karuzi"", ""active"": true}, {""name"": ""Kayanza"", ""active"": true}, {""name"": ""Kirundo"", ""active"": true}, {""name"": ""Makamba"", ""active"": true}, {""name"": ""Muramvya"", ""active"": true}, {""name"": ""Muyinga"", ""active"": true}, {""name"": ""Mwaro"", ""active"": true}, {""name"": ""Ngozi"", ""active"": true}, {""name"": ""Rutana"", ""active"": true}, {""name"": ""Ruyigi"", ""active"": true}]",c6a93cec-a797-4987-9cc5-1f71e98c83b1,BU, urundi,🇧🇺
